"Name","Namespace","ParamRaw","Description"
"Entity_ClearPendingDeathFlag","Entity","EntityID entity","Clear the pending death flag manually. Should be used when campaign leaders are revived."
"Entity_ClearPostureSuggestion","Entity","EntityID entity","Clears any previous posture suggestions made to an entity"
"Entity_ClearStateModelEnumTableTarget","Entity","EntityID entity, String key, Integer tableRowIndex","Clears a TargetHandle value in the entity's state model corresponding to the given key and table row index (0 based)."
"Entity_ClearStateModelTarget","Entity","EntityID entity, String key","Clears a TargetHandle value in the entity's state model corresponding to the given key."
"Entity_ClearTagDebug","Entity","","Clears the tagged entity used for debugging"
"Entity_CompleteUpgrade","Entity","EntityID pEntity, ScarUpgradePBG upgradePBG","Instantly adds an upgrade to a given entity"
"Entity_ConvertBlueprint","Entity","Entity& entity, PropertyBagGroup pbg","Converts Entity's blueprint to the specified blueprint."
"Entity_Create","Entity","ScarEntityPBG ebp, PlayerID player, Position pos, Boolean snapToTerrain","Creates an entity at a given position and assigns it to a given player. This function does not spawn the entity so you will need to call Entity_Spawn to see this entity"
"Entity_CreateFacing","Entity","ScarEntityPBG ebp, PlayerID player, Position pos, Position toward, Boolean snapToTerrain","Creates an entity at a given position facing a target location and assigns it to a given player. This function does not spawn the entity so you will need to call Entity_Spawn to see this entity"
"Entity_CycleDebug","Entity","","Cycle through the existing list built for the originally tagged entity"
"Entity_DeSpawn","Entity","EntityID entity","DeSpawn the entity at its current position"
"Entity_Destroy","Entity","EntityID entity","Remove an entity from the world and destroy it."
"Entity_DisableCancelConstructionCommand","Entity","EntityID entity, Boolean disable","Forces the cancel construction command to be disabled, meaning you can't cancel construction for this"
"Entity_DoBurnDamage","Entity","EntityID entity, Real val, Boolean ignoreMaxDamagePerSecond","Adjusts the entity's burn level by val"
"Entity_EnableAttention","Entity","EntityID entity, Boolean attentive","Sets whether an entity pays attention to its surroundings"
"Entity_EnableProductionQueue","Entity","EntityID entity, Boolean enable","Sets whether an entity can produce anything (including upgrades)"
"Entity_EnableStrategicPoint","Entity","EntityID entity, Boolean enable","Sets whether an strategic point is active"
"Entity_ExtensionCount","Entity","","Returns total entity extension count."
"Entity_ExtensionEnabled","Entity","EntityID pEntity, ComponentDependencyIndex extID","Returns true if the entity has the specific extension enabled."
"Entity_ExtensionExecuting","Entity","EntityID pEntity, ComponentDependencyIndex extID","Returns true if the specified extension on the entity will update every frame."
"Entity_ExtensionName","Entity","EntityID pEntity, ComponentDependencyIndex extID","Returns a string name of the given extension on the entity."
"Entity_ForceConstruct","Entity","EntityID e","Force constructs this entity but only if its a building"
"Entity_ForceSelfConstruct","Entity","EntityID e","Force a building to self construct if it's a building"
"Entity_FromID","Entity","Integer id","Get an entity from a mission editor ID."
"Entity_GetActiveCommand","Entity","EntityID entity","Returns the active entity command."
"Entity_GetAttackTarget","Entity","EntityID entity, SGroupID sgroup","Find the entity target. If found, the target squad is added to the sgroup. Entity targets like buildings are ignored."
"Entity_GetAttackTargetEntity","Entity","EntityID entity","Returns the entity targeted by the given entity."
"Entity_GetAttackTargetSquad","Entity","EntityID entity","Returns the squad targeted by the given entity."
"Entity_GetBlueprint","Entity","EntityID entity","Returns the entity's blueprint"
"Entity_GetBuildingProgress","Entity","EntityID pEntity","Returns the construction progress (with range [0.0, 1.0] for a given entity.  Returns 0.0 if the entity is not a building."
"Entity_GetCoverValue","Entity","EntityID entity","Get cover safety value from the where the entity is standing. The safety value is number from -.5 to .5."
"Entity_GetDebugEntity","Entity","","Get the currently tagged debug entity"
"Entity_GetFenceEntityCount","Entity","PropertyBagGroup ebp, Position startPos, Position endPos","Returns number of entities that will be placed if this ebp is built in a fence."
"Entity_GetFilledHoldSquadSlots","Entity","EntityID entity","Returns the number of filled slots for squads in a hold in the HoldExtInfo"
"Entity_GetHeading","Entity","EntityID entity","Returns the heading of the entity.  The heading is currently a lua table with three entries (x, y, z)"
"Entity_GetHealth","Entity","EntityID entity","Returns the health of an entity."
"Entity_GetHealthMax","Entity","EntityID entity","Returns the max health of an entity."
"Entity_GetHealthPercentage","Entity","EntityID entity","Returns the percentage health, taking into account destructible buildings"
"Entity_GetID","Entity","EntityID entity","Returns the entities unique id in the world"
"Entity_GetInvulnerableMinCap","Entity","EntityID entity","Returns the invulnerable point in terms of percentage"
"Entity_GetLastAttacker","Entity","EntityID entity, SGroupID sgroup","Find the last squad attacker on this entity. If found, the squad is added to the sgroup"
"Entity_GetLastAttackers","Entity","EntityID entity, SGroupID group, Real timeSeconds","Find the squad attackers on this entity from the last seconds specified. The sgroup is cleared, then any squads found are added to the sgroup. Building attackers are ignored."
"Entity_GetLastEntityAttackers","Entity","EntityID entity, EGroupID group, Real timeSeconds","Find the entity attackers on this entity from the last seconds specified. The sgroup is cleared, then any squads found are added to the sgroup. Building attackers are ignored."
"Entity_GetMaxCaptureCrewSize","Entity","EntityID entity","Gets the maximum capture crew size from a recrewable entity"
"Entity_GetMaxHoldSquadSlots","Entity","EntityID entity","Returns the number of specified slots for squads in a hold in the HoldExtInfo"
"Entity_GetMeleeBlocksPerAttacks","Entity","Entity entity","Returns the number of blocks the entity will perform per number of attacks"
"Entity_GetNumInteractors","Entity","EntityID entity, String interactionType","Returns the number of entities connected to an entity via the interaction system."
"Entity_GetOnFireHealthPercentThreshold","Entity","EntityID entity","Get the entity health percentage where it can be set on fire"
"Entity_GetPlayerOwner","Entity","EntityID entity","Returns the Player owner of the given entity. Entity MUST NOT be owned by the world."
"Entity_GetPosition","Entity","EntityID entity","Returns the position of the entity.  The position is currently a lua table with three entries (x, y, z)"
"Entity_GetProductionQueueItem","Entity","EntityID entity, Integer index","Returns the blueprint for a production queue item with index."
"Entity_GetProductionQueueItemType","Entity","EntityID entity, Integer index","Returns the production type (PITEM_Upgrade, PITEM_Spawn, PITEM_SquadUpgrade, PITEM_SquadReinforce, PITEM_PlayerUpgrade) for a production queue item with index."
"Entity_GetProductionQueueSize","Entity","EntityID entity","Returns the number of items in the entities production queue."
"Entity_GetProjectileBlocksPerAttacks","Entity","Entity entity","Returns the number of blocks the entity will perform per number of attacks"
"Entity_GetRallyPointPositions","Entity","EntityID entity","Returns a table of positions for each rally point set on the provided entity.  Entries in the table are named ""position1"", ""position2"", etc."
"Entity_GetRangedBlocksPerAttacks","Entity","Entity entity","Returns the number of blocks the entity will perform per number of attacks"
"Entity_GetRemainingResourceDepositAmount","Entity","EntityID entity","Get remaining resource amount of the given entity."
"Entity_GetResource","Entity","EntityID entity, Integer resourceType","Returns the amount of a certain resource that an entity has."
"Entity_GetSightInnerHeight","Entity","EntityID entity","Returns the inner sight height for this entity"
"Entity_GetSightInnerRadius","Entity","EntityID entity","Returns the inner sight radius for this entity"
"Entity_GetSightOuterHeight","Entity","EntityID entity","Returns the outer sight height for this entity"
"Entity_GetSightOuterRadius","Entity","EntityID entity","Returns the outer sight radius for this entity"
"Entity_GetSquad","Entity","EntityID pEntity","Returns the Squad for the passed Entity. (May be nullptr)"
"Entity_GetSquadsHeld","Entity","EntityID pEntity, SGroupID sgroup","Adds squads held by an entity to an SGroup"
"Entity_GetStateModelBool","Entity","EntityID entity, String key","Returns a boolean value from the entity's state model corresponding to the given key."
"Entity_GetStateModelEntityTarget","Entity","EntityID entity, String key","Returns an Entity value from the entity's state model corresponding to the given key."
"Entity_GetStateModelEnumTableBool","Entity","EntityID entity, String key, Integer tableRowIndex","Returns a boolean value from the entity's state model corresponding to the given key and table row index (0 based)."
"Entity_GetStateModelEnumTableEntityTarget","Entity","EntityID entity, String key, Integer tableRowIndex","Returns an Entity value from the entity's state model corresponding to the given key and table row index (0 based)."
"Entity_GetStateModelEnumTableFloat","Entity","EntityID entity, String key, Integer tableRowIndex","Returns a float value from the entity's state model corresponding to the given key and table row index (0 based)."
"Entity_GetStateModelEnumTableInt","Entity","EntityID entity, String key, Integer tableRowIndex","Returns an integer value from the entity's state model corresponding to the given key and table row index (0 based)."
"Entity_GetStateModelEnumTablePlayerTarget","Entity","EntityID entity, String key, Integer tableRowIndex","Returns a Player value from the entity's state model corresponding to the given key and table row index (0 based)."
"Entity_GetStateModelEnumTableSquadTarget","Entity","EntityID entity, String key, Integer tableRowIndex","Returns a Squad value from the entity's state model corresponding to the given key and table row index (0 based)."
"Entity_GetStateModelEnumTableVector3f","Entity","EntityID entity, String key, Integer tableRowIndex","Returns a Vector3f value from the entity's state model corresponding to the given key and table row index (0 based)."
