"Category","File","Variable","Line","Value"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","SOBJ_ProduceArchers","56","SOBJ_ProduceArchers = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Title","58","Title = Loc_FormatText(""$11192891"",i_amount_longbowman_produce), -- Produce 20 Longbowman units"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Type","59","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Parent","60","Parent = OBJ_AttackInfantryEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","StartAlongsideParent","61","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Intel_Start","63","Intel_Start = EVENTS.ProduceArchers_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","SetupUI","65","SetupUI = ProduceArchers_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","PreStart","67","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","OnStart","72","OnStart = ProduceArchers_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","PreComplete","74","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","OnComplete","80","OnComplete = ProduceArchers_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","SOBJ_SetupLongbowmenOnCliff","84","SOBJ_SetupLongbowmenOnCliff = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Title","86","Title = ""$11193185"", -- Setup the Longbowmen on the clifftop"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Type","87","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Parent","88","Parent = OBJ_AttackInfantryEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","StartAlongsideParent","89","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","SetupUI","93","SetupUI = SetupLongbowmenCliff_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","PreStart","95","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","PreComplete","103","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","OnComplete","109","OnComplete = SetupLongbowmenCliff_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","SOBJ_KillSpearman","112","SOBJ_KillSpearman = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Title","114","Title = ""$11192892"", -- Kill the spearmen in the French Encampment."
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Type","115","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Parent","116","Parent = OBJ_AttackInfantryEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","StartAlongsideParent","117","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Intel_Start","119","Intel_Start = EVENTS.KillSpearmen_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Intel_Complete","120","Intel_Complete = EVENTS.KillSpearmen_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","SetupUI","122","SetupUI = KillSpearman_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","OnStart","124","OnStart = KillSpearman_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","OnComplete","126","OnComplete = KillSpearman_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","longbowmanCliffObjCompleted","324","longbowmanCliffObjCompleted = true"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","destroyedBarracksObj","438","destroyedBarracksObj = true"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","OnComplete","32","OnComplete = AttackCavalryEncampment_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Cheat","34","Cheat = Cheat_AttackCavalry,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","SOBJ_AttackMove","38","SOBJ_AttackMove = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Title","40","Title = 11192779, -- Use Attack-Move"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Type","41","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Parent","42","Parent = OBJ_AttackCavalryEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","StartAlongsideParent","43","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Intel_Start","45","Intel_Start = EVENTS.AttackMove_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Intel_Complete","46","Intel_Complete = EVENTS.AttackMove_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","SetupUI","48","SetupUI = SOBJ_AttackMove_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","PreStart","50","PreStart = SOBJ_AttackMove_PreStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","OnStart","52","OnStart = SOBJ_AttackMove_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","PreComplete","54","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","OnComplete","60","OnComplete = SOBJ_AttackMove_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","SOBJ_KillHorsemen","63","SOBJ_KillHorsemen = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Title","65","Title = 11192787, -- Kill the Horsemen at the French encampment."
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Type","66","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Parent","67","Parent = OBJ_AttackCavalryEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","StartAlongsideParent","68","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Intel_Complete","71","Intel_Complete = EVENTS.KillHorsemen_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","SetupUI","73","SetupUI = KillHorsemen_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","PreStart","75","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","OnStart","84","OnStart = KillHorsemen_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","OnComplete","86","OnComplete = KillHorsemen_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","SOBJ_DestroyTheStables","89","SOBJ_DestroyTheStables = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Title","91","Title = 11192794, -- Destroy the French Cavalry Encampment's buildings"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Type","92","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Parent","93","Parent = OBJ_AttackCavalryEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","StartAlongsideParent","94","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","Intel_Complete","96","Intel_Complete = EVENTS.DestroyStables_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","SetupUI","98","SetupUI = DestroyTheStables_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","OnStart","100","OnStart = DestroyTheStables_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attackenemycavalry.scar","OnComplete","102","OnComplete = DestroyTheStables_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnComplete","52","OnComplete = GatherFood_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SOBJ_ProduceVillagers","55","SOBJ_ProduceVillagers = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Title","57","Title = Loc_FormatText(""$11192638"",i_desired_Villagers), -- Produce %1AMOUNT% additional villagers from the Town Center."
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Type","58","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Parent","59","Parent = OBJ_DevelopEconomy,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","StartAlongsideParent","60","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Start","62","Intel_Start = EVENTS.ProduceVillagersStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Complete","63","Intel_Complete = EVENTS.ProduceVillagers_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SetupUI","65","SetupUI = ProduceVillagers_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreStart","66","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnStart","70","OnStart = ProduceVillagers_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreComplete","71","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnComplete","76","OnComplete = ProduceVillagers_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SOBJ_BuildMill","79","SOBJ_BuildMill = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Title","81","Title = 11193025, --Build a Mill"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Type","82","Type = ObjectiveType_Build,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Parent","83","Parent = OBJ_DevelopEconomy,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","StartAlongsideParent","84","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Start","86","Intel_Start = EVENTS.BuildMill_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreStart","89","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SetupUI","94","SetupUI = BuildMill_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnStart","96","OnStart = BuildMill_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","IsComplete","98","IsComplete = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreComplete","102","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnComplete","108","OnComplete = BuildMill_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SOBJ_GatherWood","111","SOBJ_GatherWood = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Title","113","Title = Loc_FormatText(""$11192666"", i_desiredWoodAmount), --Gather %1AMOUNT% additional wood resource."
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Type","114","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Parent","115","Parent = OBJ_DevelopEconomy,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","StartAlongsideParent","116","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Start","118","Intel_Start = EVENTS.GatherWood_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Complete","119","Intel_Complete = EVENTS.GatherWood_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SetupUI","121","SetupUI = GatherWood_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnStart","123","OnStart = GatherWood_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreComplete","125","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnComplete","131","OnComplete = GatherWood_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SOBJ_BuildLumberCamp","134","SOBJ_BuildLumberCamp = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Title","136","Title = 11193026, --Build a Lumber Camp"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Type","137","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Parent","138","Parent = OBJ_DevelopEconomy,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","StartAlongsideParent","139","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Start","141","Intel_Start = EVENTS.BuildLumberCamp_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Complete","142","Intel_Complete = EVENTS.BuildLumberCamp_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SetupUI","144","SetupUI = BuildLumberCamp_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreStart","146","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnStart","150","OnStart = BuildLumberCamp_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","IsComplete","151","IsComplete = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreComplete","155","PreComplete = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnComplete","160","OnComplete = BuildLumberCamp_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SOBJ_BuildFarms","165","SOBJ_BuildFarms = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Title","166","Title = Loc_FormatText(""$11192661"",i_desired_Farms), -- Build %1AMOUNT% farms."
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Type","167","Type = ObjectiveType_Build,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Parent","168","Parent = OBJ_DevelopEconomy,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","StartAlongsideParent","169","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Start","171","Intel_Start = EVENTS.BuildFarms_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SetupUI","173","SetupUI = BuildFarms_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreStart","175","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnStart","180","OnStart = BuildFarms_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","IsComplete","182","IsComplete = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreComplete","186","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnComplete","192","OnComplete = BuildFarms_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SOBJ_BuildHouses","195","SOBJ_BuildHouses = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Title","196","Title = Loc_FormatText(""$11192668"",i_desired_Houses), -- Build %1AMOUNT% houses."
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Type","197","Type = ObjectiveType_Build,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Parent","198","Parent = OBJ_DevelopEconomy,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","StartAlongsideParent","199","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Start","201","Intel_Start = EVENTS.BuildHouses_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","Intel_Complete","202","Intel_Complete = EVENTS.BuildHouses_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","SetupUI","204","SetupUI = BuildHouses_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreStart","206","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnStart","211","OnStart = BuildHouses_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","IsComplete","213","IsComplete = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","PreComplete","217","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OnComplete","223","OnComplete = BuildHouses_OnComplete,"
